name,description,address,website,url
Lavender Cottage Whitby,Welcome to Lavender Cottage,"2 The Row, Iburndale, Sleights, Whitby, North Yorkshire, YO22 5DT",http://lavendercottagewhitby.co.uk/,https://www.yorkshire.com/view/accommodation/whitby/lavender-cottage-whitby-2064393
Lakeside Conference Centre at The National Agri-Food Innovation Campus,"Lakeside Conference Centre includes Sand Hutton Suite which holds up to 250 delegates in raked theatre style seating. The room has a partition that can be closed to make a smaller room for under 100 delegates. Claxton and Kirkham meeting rooms hold up to 50 delegates in each room. All rooms are flexible and can accommodate tables in a range of set-up styles. All rooms have a built in pc, projector and screen.","Defra, Sand Hutton, York, North Yorkshire, YO41 1LZ",http://nafic.co.uk/,https://www.yorkshire.com/view/accommodation/york/lakeside-conference-centre-at-the-national-agri-food-innovation-campus-2048879
Lazy Daisy's - Moonpenny Cottage,"Moonpenny cottage has a double room, bathroom, kitchen/diner and lounge on ground floor level making it ideal for less abled guests. ","Daisy Hill Farm, Flouch, Crow Edge, South Yorkshire, S36 4HH",http://www.lazydaisys.co.uk,https://www.yorkshire.com/view/accommodation/crow-edge/lazy-daisys-moonpenny-cottage-1216431
Lazy Daisy's - Michaelmas Cottage,"Michaelmas cottage has a double room, Twin room, bathroom and kitchen/diner downstairs with a spacious lounge area on a mezzanine floor. Fantastic views of the beautiful Yorkshire countryside.","Daisy Hill Farm, Flouch, Crow Edge, South Yorkshire, S36 4HH",http://www.lazydaisys.co.uk,https://www.yorkshire.com/view/accommodation/crow-edge/lazy-daisys-michaelmas-cottage-1216428
Lazy Daisy's - Daisy Cottage,Daisy cottage has a double room with en-suite wetroom toilet with discrete handrails and fold away shower seat.,"Daisy Hill Farm, Flouch, Crowedge, Sheffield, South Yorkshire, S36 4HH",http://www.lazydaisys.co.uk,https://www.yorkshire.com/view/accommodation/sheffield/lazy-daisys-daisy-cottage-580630
Lebberston Touring Park,Our small family-run park offers wonderful surroundings and caters for those seeking a quiet relaxing break and is ideally suited for the more mature visitor and young families.,"Lebberston, Scarborough, North Yorkshire, YO11 3PE",http://www.lebberstontouring.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/lebberston-touring-park-70714
Lilac Farm,LILAC FARM is as family run sheep and arable farm in the picturesque village of Levisham in the heart of the North Yorkshire Moors National Park.,"Main Street, Levisham, Pickering, North Yorkshire, YO18 7NL",http://www.lilac-farm.co.uk,https://www.yorkshire.com/view/accommodation/pickering/lilac-farm-176278
Lendal Tower,"Built in 1299, Lendal Tower is one of the most unique holiday rentals in the UK. Located on the banks of the River Ouse, this 700 year old Grade 1 Listed Ancient Scheduled Monument provides a luxurious and elegant stay in the heart of York.","Lendal Tower, Lendal Bridge, York, North Yorkshire, YO1 7DP",http://www.lendaltower.com/booking.html,https://www.yorkshire.com/view/accommodation/york/lendal-tower-1561918
Lemon Cottage,"Lemon Cottage is a stunning 4 star, gold award, luxury holiday cottage, set within forty acres of the North Yorkshire Moors National Park, offering the finest quality self-catering accommodation.","Bottoms Lane, High Hawsker, Whitby, North Yorkshire, YO22 4LL",http://www.northcliffe-seaview.com,https://www.yorkshire.com/view/accommodation/whitby/lemon-cottage-893581
Leeming Wells,"We have 5 double en-suite bedrooms that have been designed with your comfort in mind. Tastefully decorated, they afford a very relaxing and peaceful ambience. Each one is equipped with your comfort in mind and includes color TV, hairdryer, trouser press, direct dial phone and tea and coffee making facilities.","Long Causeway, Oxenhope, Keighley, West Yorkshire, BD22 9SG",https://via.eviivo.com/leemingwells_bd229sg,https://www.yorkshire.com/view/accommodation/keighley/leeming-wells-1218400
Leeds Trinity University,"Leeds Trinity University is located in Horsforth, a semi-rural suburb of Leeds, once considered to be the largest village in England and just 2.5 miles from Leeds Bradford International Airport, the campus accommodation at Leeds Trinity University is an ideal base for enjoying the forthcoming Tour de France. ","Brownberrie Lane, Horsforth, Leeds, West Yorkshire, LS18 5HD",http://www.leedstour.com,https://www.yorkshire.com/view/accommodation/leeds/leeds-trinity-university-75014
Leeds Marriott Hotel,,"4 Trevelyan Square, Boar Lane, Leeds, West Yorkshire, LS1 6ET",https://www.marriott.co.uk/hotels/travel/lbadt-leeds-marriott-hotel/,https://www.yorkshire.com/view/accommodation/leeds/leeds-marriott-hotel-2113018
Little Pastures,,"Hood Lane, Cloughton, Scarborough, North Yorkshire, YO13 0AT",http://www.littlepasturesbnb.co.uk/,https://www.yorkshire.com/view/accommodation/scarborough/little-pastures-1206948
Lodge Barn,"Welcome to Lodge Barn, a simply stunning five-bedroom, dog friendly, luxury holiday home, located in Constable Burton, near the gorgeous market town of Leyburn, a","Lodge Barn, Constable Burton, Leyburn, North Yorkshire, DL8 5LH",https://www.holidayathome.co.uk/accommodation/lodge-barn,https://www.yorkshire.com/view/accommodation/leyburn/lodge-barn-2108391
Lion Cottage,"A peaceful lane known as the Newkin runs from the south side of Bainbridge village green and branches into a private gated nook of four individual dales terraced cottages, a very intimate corner, with Lion Cottage to sleep 2 central to the terrace. Now charmingly restored and brought into the modern era with style and comfort. The retention of wide board doors and bedroom floor, stone stairway and alcoves shows the essence of past times.","Bainbridge, Leyburn, North Yorkshire, DL8 3EJ",https://www.countryhideaways.co.uk/cottages/wensleydale/bainbridge/lion-cottage,https://www.yorkshire.com/view/accommodation/leyburn/lion-cottage-1440190
Little Seed Field,We love Yorkshire and are really proud of our heritage. We believe we are truly fortunate to live and work where we do - our little glamping site provides us with the opportunity to share a part of what we love with our guests!,"Castiles Farm, Grantley, Ripon, North Yorkshire, HG4 3PU",http://www.yorkshiredalesglamping.co.uk,https://www.yorkshire.com/view/accommodation/ripon/little-seed-field-2102617
Little Wold Away Glamping,Little Wold Away is tucked away in beautiful woodland surroundings. The site is hidden away within the Yorkshire Wold Heritage region with its stunning country walks and plenty to see and do. Enjoy a relaxing holiday in this beautiful location. We have two beautifully designed luxury pods suitable for either couples or families to enjoy.,"Low Road, Everthorpe, North Cave, East Yorkshire, HU15 2AD",http://www.littlewoldaway.com,https://www.yorkshire.com/view/accommodation/north-cave/little-wold-away-glamping-2101874
Limes,"The Limes is a comfortable and friendly family run late Victorian house.  Ideally situated for the city centre, University, Fulford golf course and the Designer shopping outlet.  Children are welcome and late arrival time can be arranged.  Dinner is available on request.  The Limes is a NON-SMOKING establishment.  A high standard of accommodation earning The Limes 4 stars, a Silver Award and a Kellogs Breakfast Award.","135 Fulford Road, York, North Yorkshire, YO10 4HE",http://www.limeshotel.co.uk,https://www.yorkshire.com/view/accommodation/york/limes-251023
Lineham Farm Children's Centre,"Lineham Farm is a 17th century farmhouse set in 120 acres of outstanding natural beauty, based in Eccup on the outskirts of Leeds. The farm is very close to Golden Acre Park, Harewood House and Roundhay Park. Nearby towns include Otley, Ilkey, Harrogate and of course Leeds itself. ","Swan Lane, Eccup, Leeds, West Yorkshire, LS16 8AZ",http://www.linehamfarm.co.uk,https://www.yorkshire.com/view/accommodation/leeds/lineham-farm-childrens-centre-2039654
Lonsdale Villa,"The Lonsdale Villa is a guest house establishment located in Scarborough. It is situated on the picturesque South Cliff, ideally situated for the Spa Conference and Entertainment Complex, University and Olivers Mount. ","Lonsdale Road, Scarborough, North Yorkshire, YO11 2QY",http://www.lonsdalevilla.com,https://www.yorkshire.com/view/accommodation/scarborough/lonsdale-villa-121575
Longhouse,"Longhouse is a beautifully restored Grade ll listed Yorkshire farmhouse, facing the village common in a quiet hamlet on the edge of the North York Moors. Longhouse, adjacent Ash Pit Cottage and the owner’s house surround a traditional fold-yard (‘courtyard’)","Westfield Farm, Little Barugh, Malton, North Yorkshire, YO17 6UY",http://www.yorkshire-cottages.info/north-york-moors-and-coast/north-york-moors/longhouse-iyz,https://www.yorkshire.com/view/accommodation/malton/longhouse-2078961
Lindale Holiday Park,"Lindale Holiday Park is a peaceful family run holiday park nestled in beautiful Wensleydale; offering the discerning a taste of rural tranquillity with nature for company. Lindale is located on the edge of the Yorkshire Dales National Park in an area of special landscape value, and offering easy access to the delights of the Dales and the Vale, yet it is quick to reach from main transport routes.","Newton-le-willows, Bedale, North Yorkshire, DL8 1TA",http://www.lindalepark.co.uk,https://www.yorkshire.com/view/accommodation/bedale/lindale-holiday-park-1206940
Lower Wensleydale Caravan Club Site - CAMC,"Lower Wensleydale Club Site is set within the sheltered hollow of a disused quarry that is now overrun with a vast array of wild flowers, mosses and mature trees. This caravan park is managed by The Club on behalf of the owners and offers varied pitching areas, each one guaranteed to bring you that one step closer to the beauty of our country's natural splendours. Ducks and rabbits roam the site freely and a special area is set aside on site for tent campers. The site is also in the perfect spot to watch the local steam trains pass by.","Harmby, Leyburn, North Yorkshire, DL8 5NU",https://www.caravanclub.co.uk/club-sites/england/yorkshire/north-yorkshire/lower-wensleydale-caravan-club-site/?utm_source=referral&utm_medium=web&utm_campaign=welcometoyorkshire,https://www.yorkshire.com/view/accommodation/leyburn/lower-wensleydale-caravan-club-site-camc-2104054
Low Mill Guest House,"Low Mill is a stone-built, Grade II listed, late 18th Century corn mill situated in the beautiful Yorkshire Dales village of Bainbridge, close to the ancient market town of Hawes. ","Low Mill, Bainbridge, Leyburn, North Yorkshire, DL8 3EF",http://www.lowmillguesthouse.co.uk,https://www.yorkshire.com/view/accommodation/leyburn/low-mill-guest-house-1207325
Low Osgoodby Grange,"Low Osgoodby Grange is a Georgian Farmhouse on a small family farm situated between Bagby & Kilburn, within easy access to A170, A19 & A1. All our 3 en-suite guest rooms are tastefully furnished to a high standard. All highly decorated & aimed for a comfortable stay. We provide & serve a good selection for breakfast using local produce.","Low Osgoodby Grange, Bagby, Thirsk, North Yorkshire, YO7 2AL",http://www.lowosgoodbygrange.com/,https://www.yorkshire.com/view/accommodation/thirsk/low-osgoodby-grange-748598
Low Costa Mill,"Nestling in woodland & pasture, Low Costa Mill self-catering holiday cottages are set in a stunning, rural location, the mill stream gently flowing through the estate. The heated indoor swimming pool and large play area are firm favourites.","Costa Lane, Pickering, North Yorkshire, YO18 8LP",http://www.lowcostamill.co.uk,https://www.yorkshire.com/view/accommodation/pickering/low-costa-mill-175352
Lord Nelson Hotel,,"Market Place, Brigg, DN20 8LD",https://www.oldmillbrewery.co.uk/lord-nelson-hotel-brigg,https://www.yorkshire.com/view/accommodation/brigg/lord-nelson-hotel-2113514
Lovely Seat,"With its peaceful hillside setting, Lovely Seat enjoys stunning uninterrupted views of upper Swaledale as featured in ITV’s Britain’s Favourite View and The Dales programmes. The scenery is both beautiful and dramatic, featuring dry stone walls, barns, waterfalls and wildflower meadows. You may feel miles from anywhere, yet you’re conveniently close to pubs, shops, restaurants and visitor attractions.","Swaledale House, Skeugh Head Lane, Skeugh Head, Richmond, North Yorkshire, DL11 6DU",http://www.swaledalecountryholidays.co.uk,https://www.yorkshire.com/view/accommodation/richmond/lovely-seat-853748
Lowcroft Country Caravan Park,"Exclusively for privately owned Holiday Homes only. Lowcroft Caravan park is a superbly kept, quiet retreat situated on the Cliff road in Hornsea with panoramic sea views and just a 5 minute walk to the magnificent beach. ","Cliff Road, Hornsea, East Riding Of Yorkshire, HU18 1JN",http://www.flowerofmay.com/lowcroft-caravan-park.html,https://www.yorkshire.com/view/accommodation/hornsea/lowcroft-country-caravan-park-1424411
Lord Stones Country Park,,"Lord Stones Country Park, Carlton Bank, Stokesley, North Yorkshire, TS9 7JH",http://lordstones.com/,https://www.yorkshire.com/view/accommodation/stokesley/lord-stones-country-park-2036856
Lovesome Hill Farm,Lovesome Hill Farm is located near the market town of Northallerton and overlooks the Hambleton Hills.,"Lovesome Hill Farm, Northallerton, North Yorkshire, DL6 2PB",http://www.lovesomehillfarm.co.uk,https://www.yorkshire.com/view/accommodation/northallerton/lovesome-hill-farm-73840
Low Moor Holiday Cottages,A pretty collection of Yorkshire stone cottages all cleverly converted from old farm buildings and ideally situated just outside the village of Scalby near Scarborough.  All these well appointed cottages have been furnished and equipped to exacting and high standards by the on site owners.,"Barmoor Lane, Scalby, Scarborough, North Yorkshire, YO13 0DN",http://www.lowmoorcottages.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/low-moor-holiday-cottages-1088294
Maltings,"On the northern fringes of the town adjacent to open countryside, but only a few minutes' walk from the market place, is an area historically known for its underground wells and is still the site of an artesian well supplying the nearby Black Sheep Brewery.","Masham, Ripon, North Yorkshire, HG4 4EN",https://www.countryhideaways.co.uk/cottages/nidderdale/masham/3-bridge-apartments,https://www.yorkshire.com/view/accommodation/ripon/maltings-2061012
Mallyan Spout Hotel,"The Mallyan Spout Hotel is a beautiful 3 Star, silver award country House Hotel, located in the picturesque village of Goathland, being only ten minute drive from the old fishing town of Whitby. We offer 20 fully refurbished en suite bedrooms, all with TV's and Tea & Coffee making facilities.","The Common, Goathland, Whitby, North Yorkshire, YO22 5AN",http://www.mallyanspout.co.uk,https://www.yorkshire.com/view/accommodation/whitby/mallyan-spout-hotel-73536
Malmaison Hotel,"Situated in the beautifully converted Leeds City Tramways Office, our Leeds Hotel should be top of your destination list when staying in Leeds. We have 100 modern, spacious rooms and elegant suites, all with big, soft beds, power showers and superfast broadband.","1 Swinegate, Leeds, West Yorkshire, LS1 4AG",https://www.malmaison.com/locations/leeds/?gclid=CIuuqueR_c0CFTYW0wodr9ECrw,https://www.yorkshire.com/view/accommodation/leeds/malmaison-hotel-75715
Manor Court Hotel & Restaurant,"Personally run hotel in a perfect location from which to explore the local countryside and sandy beaches, both just 5 minutes drive away. ","53 Main Street, Carnaby, Bridlington, East Riding Of Yorkshire, YO16 4UJ",http://www.manorcourt.co.uk,https://www.yorkshire.com/view/accommodation/bridlington/manor-court-hotel-and-restaurant-73349
Lynnian,"In the historical parts of town, around the market place, are many narrow streets and wynds linking small courtyards and cul-de- sacs which are from Georgian times and earlier. One such street is College Lane with the houses tight against the roadway. At a twist in the lane sits a splendid two storey brick building dating back to the 18th century with the ground floor once a home of the Masham Women's Institute. The residence also forms one side of an adjacent quadrangle known as The Courtyard where Lynnian, is on the top floor and accessed from an external stairway which gives entry to the main hallway serving all the rooms.","Masham, Ripon, North Yorkshire, HG4 4HE",https://www.countryhideaways.co.uk/cottages/nidderdale/masham/lynnian,https://www.yorkshire.com/view/accommodation/ripon/lynnian-2060259
Lyndale Guest House,"Lyndale is situated at the bottom of Pateley Bridge High Street, just round the corner from all the shops and only 50 yards to Bridge and Park with playing area for children and a Bandstand (many bands play on Sunday afternoons throughout the summer). Pateley showfield over the road is host to many events - car boot sales, Young Farmers Shows, Pateley Show, Caravan rallies and much more. Many tourist attractions are within easy access including Stump Cross Caverns, Hawe Steam Gorge, Pateley Museum, Brimham Rocks and Fountains Abbey.The property is an ideal base for walking and cycling breaks and within walking distance to a variety of bars and restaurants.","King Street, Pateley Bridge, North Yorkshire, HG3 5AT",http://www.lyndaleguesthouse.com,https://www.yorkshire.com/view/accommodation/pateley-bridge/lyndale-guest-house-703695
Manor Farm,"Manor Farm is a Victorian Farmhouse that is set in large gardens and has comfortable, spacious ensuite accommodation. The farm is centrally located for touring the area with lots of places to visit. These include York which is only half an hour away with Castle Howard on the way. From the house you can also travel to the coast to with the following towns , Whitby, Scarborough, Filey or Bridlington.","Manor Farm, East Heslerton, Malton, North Yorkshire, YO17 8RN",http://www.manorfarmonline.co.uk,https://www.yorkshire.com/view/accommodation/malton/manor-farm-74363
Lowther House Bed & Breakfast,"Lowther House is a lovely 200-year-old property on HM the Queen's Duchy of Lancaster Estate. It is situated in an idyllic location 200 metres from the road, bordered by Pickering Woods on one side, Pickering Beck on two sides and the age old 'common' known as The Butts on the fourth side. ","Newbridge, Pickering, North Yorkshire, YO18 8JL",http://www.lowtherhouse.co.uk,https://www.yorkshire.com/view/accommodation/pickering/lowther-house-bed-and-breakfast-936138
Lumley Cottage,Lumley Cottage is a delightful. Stone-built cottage tucked away quietly in the pretty village of Thornton-Le-Dale that sleeps three guests in two bedrooms and is ideal for couples or small families wishing to visit the North York Moors National Park.   ,"Brook Lane, Thornton-Le-Dale, Pickering, YO18 7RZ",http://www.lumleycottage.co.uk/,https://www.yorkshire.com/view/accommodation/pickering/lumley-cottage-2098434
Malham YHA,"Malham YHA is a hostel located in Malham. Designed by John Dower, one of the most influential figures in the initiative to establish National Parks in Britain, YHA Malham is a purpose-built Youth Hostel. Walking and cycling are the main attractions and the Pennine Way and Yorkshire Dales Cycleway both pass through this village at the heart of the Yorkshire Dales National Park. The hostel has great facilities for educational groups as well as youngsters, with a safe, secure garden, a range of toddlers equipment for hire and a child-friendly menu. The famous Limestone pavements and Malham Tarn are within walking distance.","Malham YHA, Malham, North Yorkshire, BD23 4DE",http://www.yha.org.uk/hostel/malham,https://www.yorkshire.com/view/accommodation/malham/malham-yha-2039689
Marton Grange Country House,"Marton Grange is a is a Grade II Listed former Georgian farmhouse. Furnished to a high standard with 11 en-suite rooms. Off road parking for all guests' cars and an ideal location for touring North and East Yorkshire. Located on the outskirts of Sewerby and Bridlington, we provide easy access to the RSPB reserve at Bempton, Bridlington Links Golf Course and Danes Dyke. Awarded AA 5 star status and renowned for it's friendly welcome and superb full English breakfast.","Flamborough Road, Sewerby-cum Marton, Bridlington, East Riding Of Yorkshire, YO15 1DU",http://www.marton-grange.co.uk,https://www.yorkshire.com/view/accommodation/bridlington/marton-grange-country-house-71105
Masons Campsite,Masons is the perfect place for a camping or glamping holiday in the Yorkshire Dales National Park. We are proud to be voted in the top 100 campsites in the UK by the Guardian & best wild swimming spots by the Sunday Times. Its heart-filled to be regarded as one of the best in Yorkshire; situated in an area of outstanding natural beauty the village of Appletreewick is in the heart of the North Yorkshire Dales.,"Appletreewick, Skipton, North Yorkshire, BD23 6DD",http://www.masonscampsite.co.uk/book-online.html,https://www.yorkshire.com/view/accommodation/skipton/masons-campsite-113652
Maustin Park,Maustin Park is set in the heart of Emmerdale Country and is just across the River Wharfe from The Harewood House Estate.,"Kearby with Netherby, Nr Wetherby, North Yorkshire, LS22 4BZ",http://maustinpark.com/,https://www.yorkshire.com/view/accommodation/nr-wetherby/maustin-park-2061637
Margherita Cottage,"Amongst Whitby's famous red pan tiled roofs, which cluster under the East Cliff and overlooked by Whitby Abbey and St. Mary's Parish Church, you will find Whitby East Town Cottages. The cottage enjoys an excellent location, view and atmosphere. ","C/o Araucaria Jet, 156 Church Street, Whitby, North Yorkshire, YO22 4BH",http://www.destinationwhitby.com,https://www.yorkshire.com/view/accommodation/whitby/margherita-cottage-173922
Manor House Farm,"Manor House Farm, nestled in the heart of the North York Moors National Park, is a Grade II listed farmhouse that has undergone extensive renovation to provide a luxurious self catering holiday home.","Manor House Farm, Troutsdale, Snainton, North Yorkshire, YO13 9PS",http://countrycottageholiday.com/bookings/default.php,https://www.yorkshire.com/view/accommodation/snainton/manor-house-farm-2039779
Manor House Farm Cottage,"Manor House Farm Cottage is part of a renovated Grade II listed farmhouse, set in the heart of the picturesque countryside of the North York Moors National Park.","Manor House Farm, Troutsdale, Snainton, North Yorkshire, YO13 9PS",http://countrycottageholiday.com/bookings/default.php,https://www.yorkshire.com/view/accommodation/snainton/manor-house-farm-cottage-2039782
Manor House Hotel at Pinchinthorpe,Pinchinthorpe Hall dates back to the 17th century. It has been reopened as a boutique Manor House Hotel. The hotel encompasses 6 en-suite bedrooms that offer comfort and luxury on the boundary of the North Yorkshire Moors National Park.,"Pinchinthorpe Hall, Pinchinthorpe, Guisborough, North Yorkshire, TS14 8HG",https://www.pinchinthorpemanorhouse.co.uk/stay/,https://www.yorkshire.com/view/accommodation/guisborough/manor-house-hotel-at-pinchinthorpe-2113028
Marmadukes Town House Hotel,"Located in a tranquil, residential street, Marmadukes Town House Hotel offers free Wi-Fi, characterful rooms and is just a 10-minute walk from York Minster and the Theatre Royal.","4-5 St Peters Grove, York, North Yorkshire, YO30 6AQ",http://marmadukestownhousehotelyork.com/,https://www.yorkshire.com/view/accommodation/york/marmadukes-town-house-hotel-439980
Manor House Lindley,WELCOME INSIDE... THIS MANOR HOUSE IS LIKE NO OTHER...,"1 Lidget Street, Lindley, Huddersfield, West Yorkshire, HD3 3JB",http://www.manorhouselindley.co.uk,https://www.yorkshire.com/view/accommodation/huddersfield/manor-house-lindley-2109916
Marine View Guest House,"Family Run 4 star Guest House 10 minutes from town, no smoking, full English breakfasts, superb views. Marine View Guest House is a warm and friendly, family-run six bedroomed non-licensed hotel. We're ideally placed in the heart of Yorkshires holiday hotspot Scarborough, and offer guests a friendly, relaxed and informal atmosphere. The hotel is set in a prominent and spectacular position on the north cliff overlooking the magnificent north bay.","34 Blenheim Terrace, Scarborough, North Yorkshire, YO12 7HD",http://www.marineview.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/marine-view-guest-house-449310
"Mercure York, Fairfield Manor","Explore medieval York from the tranquil haven of the Mercure York Fairfield Manor Hotel, nestled in six-acre private grounds. The Mercure York Fairfield Manor Hotel is renowned for being one of the most romantic hotels in the UK.","Shipton Road, Skelton, York, North Yorkshire, YO30 1XW",http://www.mercureyork.co.uk,https://www.yorkshire.com/view/accommodation/york/mercure-york-fairfield-manor-73280
Mayfield,"A comfortable home from home presented to a very high standard, tastefully furnished and well equipped. Facilities include: conservatory/ breakfast room overlooking rear garden; fully equipped kitchen with dishwasher, washing machine, fridge/ freezer and microwave; sitting/ dining room with TV and video/ DVD; family bathroom with bath and shower; private and enclosed rear garden; full gas central heating; high chair, cot and safety gates available; off street parking for up to 2 vehicles; all linen provided including towels.","Mayfield Grove, Dringhouses, York, North Yorkshire, YO24 1HJ",http://www.cottageholidaysonline.co.uk,https://www.yorkshire.com/view/accommodation/york/mayfield-173615
Middle Cottage,"The heart of West Burton village surrounds a large green but leading to and from the green are two narrow streets known colloquially as the Front and Back Nooks. Middle Cottage, a traditional stone built cottage to sleep 2 dating from the 18th Century, is central to a typical dales terrace of three dwellings on the elevated ground of the Back Nook.","West Burton, Leyburn, North Yorkshire, DL8 4JU",https://www.countryhideaways.co.uk/cottages/wensleydale/west-burton/middle-cottage ,https://www.yorkshire.com/view/accommodation/leyburn/middle-cottage-2061021
Middleton Cottages,"The Cottages Bramble, Pear Tree, Damson, Maple and The Granary all have private hot tubs in their own gardens with BBQs, garden seating, loungers and stunning views of the Cleveland Hills. ","Middleton Grove Farm, Middleton On Leven, Stokesley, North Yorkshire, TS15 0JY",http://www.middletoncottages.com/,https://www.yorkshire.com/view/accommodation/stokesley/middleton-cottages-1586238
Middlethorpe Hall & Spa,"Middlethorpe Hall & Spa is a magnificent William lll country house which is now owned by the National Trust, we are very proud that all of the profits are given to the charity.","Bishopthorpe Road, York, North Yorkshire, YO23 2GB",https://gc.synxis.com/rez.aspx?Hotel=15057&Chain=6386&template=RBE&shell=RBE&adult=2,https://www.yorkshire.com/view/accommodation/york/middlethorpe-hall-and-spa-74480
Mercure Wetherby Hotel,"Enjoy modern creature comforts at the Mercure Wetherby Hotel, just moments away from specialist shops and tempting tea-rooms in the lively market town of Wetherby. The Brasserie restaurant serves bistro dishes and the chef's daily specials. Relax in the adjoining bar or enjoy an apéritif on the covered patio in sunny weather.","Leeds Road, Wetherby, West Yorkshire, LS22 5HE",http://www.mercurewetherby.co.uk/,https://www.yorkshire.com/view/accommodation/wetherby/mercure-wetherby-hotel-75573
Mercure Leeds Parkway,"Choose Mercure Leeds Parkway Hotel, nestled in the award winning, picturesque ","Otley Road, Leeds, West Yorkshire, LS16 8AG",http://www.mercureleeds.co.uk/,https://www.yorkshire.com/view/accommodation/leeds/mercure-leeds-parkway-2056160
Mercure Sheffield St Paul’s Hotel,"Mercure Sheffield St Paul’s Hotel and Spa, has undergone an extensive refurbishment to reflect the city’s unique cultural landscape with locally inspired artwork and design. The largest hotel based conference and banqueting facility in the city, located in a prime central position, the contemporary Mercure St Paul’s Hotel and Spa features unrivalled views overlooking the Winter Garden with direct access for public events.  The hotel is within 1 mile from the train station, and easily accessible from the M1 at Junction 33.","119 Norfolk Street, Sheffield, South Yorkshire, S1 2JE",http://www.mercure.com/gb/hotel-6628-mercure-sheffield-st-paul-s-hotel-and-spa/index.shtml,https://www.yorkshire.com/view/accommodation/sheffield/mercure-sheffield-st-paul-s-hotel-488264
Mercure Hull Grange Park Hotel,"Find a peaceful sanctuary at Mercure Hull Grange Park Hotel, a 19th century manor house nestled in 12 acres of landscaped gardens.","Grange Park Lane, Willerby, Hull, East Yorkshire, HU10 6EA",http://www.mercurehull.co.uk/,https://www.yorkshire.com/view/accommodation/hull/mercure-hull-grange-park-hotel-2037042
Mistle House,"Mistle House, to sleep 5, is an interesting conversion of a former cow byre and grain stores located between the villages of Laverton and Galphay. Entry to the rear of the cottage is through a tiled hallway which serves as a utility and cloakroom plus adjoining fully tiled shower room and toilet. Down two steps from the hallway is a spacious fitted kitchen, a further four steps take you down to a low level dining room which is only partially separated from the kitchen allowing conversation to continue between chef and diner. Off the dining room is a bedroom with a double and single bed. From the kitchen double doors lead to a spacious lounge including feature stonework and a wood-burning stove with stone hearth. An external door from the lounge leads down five stone steps to a patio area and lawn.","Galphay, Ripon, North Yorkshire, HG4 3NU",https://www.countryhideaways.co.uk/cottages/nidderdale/near-galphay/mistle-house,https://www.yorkshire.com/view/accommodation/ripon/mistle-house-994605
Meadowbeck Holiday Cottages,"Recently converted from a 1760’s stone agricultural barn, our three self-catering holiday cottages retain many of the original features, are furnished to a high standard with modern facilities and provide comfortable accommodation, which you will enjoy returning to after a day out exploring the area.  Perfectly located within the North Yorkshire Moors – 4 miles from Robin Hoods Bay, 8/9 miles from Whitby/Sandsend and 11 miles from Scarborough.  We are in in quiet, peaceful location just off the main A171 with wonderful sea and countryside views. ","Barnacres, Fylingdales, Whitby, North Yorkshire, YO22 4QH",http://www.meadowbeckholidaycottages.co.uk/,https://www.yorkshire.com/view/accommodation/whitby/meadowbeck-holiday-cottages-1482448
Middletons Hotel,"Here you can kick off your shoes, make yourself at home and take some time out after a busy day exploring the cities delights.","Skeldergate, York, North Yorkshire, YO1 6DS",https://reservations.travelclick.com/104063#/guestsandrooms,https://www.yorkshire.com/view/accommodation/york/middletons-hotel-71477
Milton House,"Milton House is an early Victorian house, nestled in the heart of Askrigg, in Wensleydale.","Leyburn Road, Askrigg, North Yorkshire, DL8 3HJ",http://www.miltonhousebandb.co.uk,https://www.yorkshire.com/view/accommodation/askrigg/milton-house-75298
Mistal Cottage,"The Mistral is a one bedroomed cottage all on one level.  The bedroom has a double bed and has pine furniture, with an ensuite shower.","Cawder Lane, Skipton, North Yorkshire, BD23 2TD",http://www.cawderhallcottages.co.uk,https://www.yorkshire.com/view/accommodation/skipton/mistal-cottage-1127182
Minnie's Cottage,"This beautifully presented Grade 2 listed cottage nestles next to the church in the heart of Askrigg, and provides a special and truly romantic hideaway, perfect for a holiday at any time of the year. The shuttered cottage windows have stunning views across Wensleydale to the hill of Addleborough on the other side of the valley, whilst the cottage is only 2 minutes walk from the pubs, restaurants, coffee shops and shops in the centre of the village.","West End, Askrigg, North Yorkshire, DL8 3HN",http://www.askrigg.com,https://www.yorkshire.com/view/accommodation/askrigg/minnies-cottage-78537
Midgley Lodge Motel,The Midgley Lodge provides a standard of room comfort normally only found in FOUR Star HOTELS.,"Bar Lane, Midgley, Wakefield, West Yorkshire, WF4 4JJ",http://www.midgleylodgemotel.co.uk,https://www.yorkshire.com/view/accommodation/wakefield/midgley-lodge-motel-72299
Mill View Barns,"You will find our two barns nestled in peaceful surroundings by the village of Bishop Monkton, actually on the Way of the Roses cycle Route 688.","Boroughbridge Road, Bishop Monkton, Harrogate, North Yorkshire, HG3 3QN",http://www.millviewbarns.com/rooms/double-room/,https://www.yorkshire.com/view/accommodation/harrogate/mill-view-barns-2112664
